vehicleID,totalTime,distanceTraveled,euclideanDistance,manhattanDistance,junctionCount,timeSpentQueueing,maxSpeed,averageSpeed,algorithm
17,82.22517,133.6225,133.4853,179.8615,0,0,0,0,Random Vehicle
13,164.0181,1296.854,1085.641,1390.051,0,35.82475,0,0,Random Vehicle
